ciudad,fecha,hora,latitud,longitud,temperatura_celsius,temperatura_kelvin,descripcion
barcelona,2025-08-04,12:30:00,41.5,1.875,31.03,304.18,Temperatura día 2025-08-04 a la hora 12:30:00 de la latitud 41.500 y longitud 1.875 : 31.03°C
barcelona,2025-08-04,13:30:00,41.5,1.875,31.48,304.63,Temperatura día 2025-08-04 a la hora 13:30:00 de la latitud 41.500 y longitud 1.875 : 31.48°C
barcelona,2025-08-04,14:30:00,41.5,1.875,31.54,304.69,Temperatura día 2025-08-04 a la hora 14:30:00 de la latitud 41.500 y longitud 1.875 : 31.54°C
barcelona,2025-08-04,15:30:00,41.5,1.875,31.11,304.26,Temperatura día 2025-08-04 a la hora 15:30:00 de la latitud 41.500 y longitud 1.875 : 31.11°C
barcelona,2025-08-04,16:30:00,41.5,1.875,30.11,303.26,Temperatura día 2025-08-04 a la hora 16:30:00 de la latitud 41.500 y longitud 1.875 : 30.11°C
barcelona,2025-08-04,17:30:00,41.5,1.875,28.42,301.57,Temperatura día 2025-08-04 a la hora 17:30:00 de la latitud 41.500 y longitud 1.875 : 28.42°C
barcelona,2025-08-04,18:30:00,41.5,1.875,26.11,299.26,Temperatura día 2025-08-04 a la hora 18:30:00 de la latitud 41.500 y longitud 1.875 : 26.11°C
barcelona,2025-08-04,19:30:00,41.5,1.875,24.15,297.3,Temperatura día 2025-08-04 a la hora 19:30:00 de la latitud 41.500 y longitud 1.875 : 24.15°C
barcelona,2025-08-04,20:30:00,41.5,1.875,23.19,296.34,Temperatura día 2025-08-04 a la hora 20:30:00 de la latitud 41.500 y longitud 1.875 : 23.19°C
barcelona,2025-08-04,21:30:00,41.5,1.875,22.54,295.69,Temperatura día 2025-08-04 a la hora 21:30:00 de la latitud 41.500 y longitud 1.875 : 22.54°C
barcelona,2025-08-04,22:30:00,41.5,1.875,22.11,295.26,Temperatura día 2025-08-04 a la hora 22:30:00 de la latitud 41.500 y longitud 1.875 : 22.11°C
barcelona,2025-08-04,23:30:00,41.5,1.875,21.77,294.92,Temperatura día 2025-08-04 a la hora 23:30:00 de la latitud 41.500 y longitud 1.875 : 21.77°C
barcelona,2025-08-05,00:30:00,41.5,1.875,21.47,294.62,Temperatura día 2025-08-05 a la hora 00:30:00 de la latitud 41.500 y longitud 1.875 : 21.47°C
barcelona,2025-08-05,01:30:00,41.5,1.875,21.24,294.39,Temperatura día 2025-08-05 a la hora 01:30:00 de la latitud 41.500 y longitud 1.875 : 21.24°C
barcelona,2025-08-05,02:30:00,41.5,1.875,21.05,294.2,Temperatura día 2025-08-05 a la hora 02:30:00 de la latitud 41.500 y longitud 1.875 : 21.05°C
barcelona,2025-08-05,03:30:00,41.5,1.875,20.92,294.07,Temperatura día 2025-08-05 a la hora 03:30:00 de la latitud 41.500 y longitud 1.875 : 20.92°C
barcelona,2025-08-05,04:30:00,41.5,1.875,20.82,293.97,Temperatura día 2025-08-05 a la hora 04:30:00 de la latitud 41.500 y longitud 1.875 : 20.82°C
barcelona,2025-08-05,05:30:00,41.5,1.875,22.06,295.21,Temperatura día 2025-08-05 a la hora 05:30:00 de la latitud 41.500 y longitud 1.875 : 22.06°C
barcelona,2025-08-05,06:30:00,41.5,1.875,24.83,297.98,Temperatura día 2025-08-05 a la hora 06:30:00 de la latitud 41.500 y longitud 1.875 : 24.83°C
barcelona,2025-08-05,07:30:00,41.5,1.875,27.44,300.59,Temperatura día 2025-08-05 a la hora 07:30:00 de la latitud 41.500 y longitud 1.875 : 27.44°C
barcelona,2025-08-05,08:30:00,41.5,1.875,29.79,302.94,Temperatura día 2025-08-05 a la hora 08:30:00 de la latitud 41.500 y longitud 1.875 : 29.79°C
barcelona,2025-08-05,09:30:00,41.5,1.875,31.11,304.26,Temperatura día 2025-08-05 a la hora 09:30:00 de la latitud 41.500 y longitud 1.875 : 31.11°C
barcelona,2025-08-05,10:30:00,41.5,1.875,32.01,305.16,Temperatura día 2025-08-05 a la hora 10:30:00 de la latitud 41.500 y longitud 1.875 : 32.01°C
barcelona,2025-08-05,11:30:00,41.5,1.875,32.53,305.68,Temperatura día 2025-08-05 a la hora 11:30:00 de la latitud 41.500 y longitud 1.875 : 32.53°C
barcelona,2025-08-05,12:30:00,41.5,1.875,32.67,305.82,Temperatura día 2025-08-05 a la hora 12:30:00 de la latitud 41.500 y longitud 1.875 : 32.67°C
barcelona,2025-08-05,13:30:00,41.5,1.875,32.5,305.65,Temperatura día 2025-08-05 a la hora 13:30:00 de la latitud 41.500 y longitud 1.875 : 32.50°C
barcelona,2025-08-05,14:30:00,41.5,1.875,32.01,305.16,Temperatura día 2025-08-05 a la hora 14:30:00 de la latitud 41.500 y longitud 1.875 : 32.01°C
barcelona,2025-08-05,15:30:00,41.5,1.875,31.25,304.4,Temperatura día 2025-08-05 a la hora 15:30:00 de la latitud 41.500 y longitud 1.875 : 31.25°C
barcelona,2025-08-05,16:30:00,41.5,1.875,29.99,303.14,Temperatura día 2025-08-05 a la hora 16:30:00 de la latitud 41.500 y longitud 1.875 : 29.99°C
barcelona,2025-08-05,17:30:00,41.5,1.875,28.31,301.46,Temperatura día 2025-08-05 a la hora 17:30:00 de la latitud 41.500 y longitud 1.875 : 28.31°C
barcelona,2025-08-05,18:30:00,41.5,1.875,26.49,299.64,Temperatura día 2025-08-05 a la hora 18:30:00 de la latitud 41.500 y longitud 1.875 : 26.49°C
barcelona,2025-08-05,19:30:00,41.5,1.875,25.18,298.33,Temperatura día 2025-08-05 a la hora 19:30:00 de la latitud 41.500 y longitud 1.875 : 25.18°C
barcelona,2025-08-05,20:30:00,41.5,1.875,24.77,297.92,Temperatura día 2025-08-05 a la hora 20:30:00 de la latitud 41.500 y longitud 1.875 : 24.77°C
barcelona,2025-08-05,21:30:00,41.5,1.875,24.77,297.92,Temperatura día 2025-08-05 a la hora 21:30:00 de la latitud 41.500 y longitud 1.875 : 24.77°C
barcelona,2025-08-05,22:30:00,41.5,1.875,24.84,297.99,Temperatura día 2025-08-05 a la hora 22:30:00 de la latitud 41.500 y longitud 1.875 : 24.84°C
barcelona,2025-08-05,23:30:00,41.5,1.875,24.56,297.71,Temperatura día 2025-08-05 a la hora 23:30:00 de la latitud 41.500 y longitud 1.875 : 24.56°C
valencia,2025-08-03,00:30:00,39.5,-0.625,22.23,295.38,Temperatura día 2025-08-03 a la hora 00:30:00 de la latitud 39.500 y longitud -0.625 : 22.23°C
valencia,2025-08-03,01:30:00,39.5,-0.625,22.11,295.26,Temperatura día 2025-08-03 a la hora 01:30:00 de la latitud 39.500 y longitud -0.625 : 22.11°C
valencia,2025-08-03,02:30:00,39.5,-0.625,21.92,295.07,Temperatura día 2025-08-03 a la hora 02:30:00 de la latitud 39.500 y longitud -0.625 : 21.92°C
valencia,2025-08-03,03:30:00,39.5,-0.625,21.59,294.74,Temperatura día 2025-08-03 a la hora 03:30:00 de la latitud 39.500 y longitud -0.625 : 21.59°C
valencia,2025-08-03,04:30:00,39.5,-0.625,21.35,294.5,Temperatura día 2025-08-03 a la hora 04:30:00 de la latitud 39.500 y longitud -0.625 : 21.35°C
valencia,2025-08-03,05:30:00,39.5,-0.625,21.69,294.84,Temperatura día 2025-08-03 a la hora 05:30:00 de la latitud 39.500 y longitud -0.625 : 21.69°C
valencia,2025-08-03,06:30:00,39.5,-0.625,23.63,296.78,Temperatura día 2025-08-03 a la hora 06:30:00 de la latitud 39.500 y longitud -0.625 : 23.63°C
valencia,2025-08-03,07:30:00,39.5,-0.625,25.47,298.62,Temperatura día 2025-08-03 a la hora 07:30:00 de la latitud 39.500 y longitud -0.625 : 25.47°C
valencia,2025-08-03,08:30:00,39.5,-0.625,27.32,300.47,Temperatura día 2025-08-03 a la hora 08:30:00 de la latitud 39.500 y longitud -0.625 : 27.32°C
valencia,2025-08-03,09:30:00,39.5,-0.625,28.88,302.03,Temperatura día 2025-08-03 a la hora 09:30:00 de la latitud 39.500 y longitud -0.625 : 28.88°C
valencia,2025-08-03,10:30:00,39.5,-0.625,30.16,303.31,Temperatura día 2025-08-03 a la hora 10:30:00 de la latitud 39.500 y longitud -0.625 : 30.16°C
valencia,2025-08-03,11:30:00,39.5,-0.625,31.19,304.34,Temperatura día 2025-08-03 a la hora 11:30:00 de la latitud 39.500 y longitud -0.625 : 31.19°C
valencia,2025-08-03,12:30:00,39.5,-0.625,31.78,304.93,Temperatura día 2025-08-03 a la hora 12:30:00 de la latitud 39.500 y longitud -0.625 : 31.78°C
valencia,2025-08-03,13:30:00,39.5,-0.625,32.05,305.2,Temperatura día 2025-08-03 a la hora 13:30:00 de la latitud 39.500 y longitud -0.625 : 32.05°C
valencia,2025-08-03,14:30:00,39.5,-0.625,31.74,304.89,Temperatura día 2025-08-03 a la hora 14:30:00 de la latitud 39.500 y longitud -0.625 : 31.74°C
valencia,2025-08-03,15:30:00,39.5,-0.625,31.01,304.16,Temperatura día 2025-08-03 a la hora 15:30:00 de la latitud 39.500 y longitud -0.625 : 31.01°C
valencia,2025-08-03,16:30:00,39.5,-0.625,29.57,302.72,Temperatura día 2025-08-03 a la hora 16:30:00 de la latitud 39.500 y longitud -0.625 : 29.57°C
valencia,2025-08-03,17:30:00,39.5,-0.625,27.77,300.92,Temperatura día 2025-08-03 a la hora 17:30:00 de la latitud 39.500 y longitud -0.625 : 27.77°C
valencia,2025-08-03,18:30:00,39.5,-0.625,25.73,298.88,Temperatura día 2025-08-03 a la hora 18:30:00 de la latitud 39.500 y longitud -0.625 : 25.73°C
valencia,2025-08-03,19:30:00,39.5,-0.625,23.88,297.03,Temperatura día 2025-08-03 a la hora 19:30:00 de la latitud 39.500 y longitud -0.625 : 23.88°C
valencia,2025-08-03,20:30:00,39.5,-0.625,23.02,296.17,Temperatura día 2025-08-03 a la hora 20:30:00 de la latitud 39.500 y longitud -0.625 : 23.02°C
valencia,2025-08-03,21:30:00,39.5,-0.625,22.74,295.89,Temperatura día 2025-08-03 a la hora 21:30:00 de la latitud 39.500 y longitud -0.625 : 22.74°C
valencia,2025-08-03,22:30:00,39.5,-0.625,22.54,295.69,Temperatura día 2025-08-03 a la hora 22:30:00 de la latitud 39.500 y longitud -0.625 : 22.54°C
valencia,2025-08-03,23:30:00,39.5,-0.625,22.35,295.5,Temperatura día 2025-08-03 a la hora 23:30:00 de la latitud 39.500 y longitud -0.625 : 22.35°C
valencia,2025-08-04,00:30:00,39.5,-0.625,22.04,295.19,Temperatura día 2025-08-04 a la hora 00:30:00 de la latitud 39.500 y longitud -0.625 : 22.04°C
valencia,2025-08-04,01:30:00,39.5,-0.625,21.59,294.74,Temperatura día 2025-08-04 a la hora 01:30:00 de la latitud 39.500 y longitud -0.625 : 21.59°C
valencia,2025-08-04,02:30:00,39.5,-0.625,21.21,294.36,Temperatura día 2025-08-04 a la hora 02:30:00 de la latitud 39.500 y longitud -0.625 : 21.21°C
valencia,2025-08-04,03:30:00,39.5,-0.625,20.84,293.99,Temperatura día 2025-08-04 a la hora 03:30:00 de la latitud 39.500 y longitud -0.625 : 20.84°C
valencia,2025-08-04,04:30:00,39.5,-0.625,20.45,293.6,Temperatura día 2025-08-04 a la hora 04:30:00 de la latitud 39.500 y longitud -0.625 : 20.45°C
valencia,2025-08-04,05:30:00,39.5,-0.625,20.89,294.04,Temperatura día 2025-08-04 a la hora 05:30:00 de la latitud 39.500 y longitud -0.625 : 20.89°C
valencia,2025-08-04,06:30:00,39.5,-0.625,22.88,296.03,Temperatura día 2025-08-04 a la hora 06:30:00 de la latitud 39.500 y longitud -0.625 : 22.88°C
valencia,2025-08-04,07:30:00,39.5,-0.625,24.92,298.07,Temperatura día 2025-08-04 a la hora 07:30:00 de la latitud 39.500 y longitud -0.625 : 24.92°C
valencia,2025-08-04,08:30:00,39.5,-0.625,27.16,300.31,Temperatura día 2025-08-04 a la hora 08:30:00 de la latitud 39.500 y longitud -0.625 : 27.16°C
valencia,2025-08-04,09:30:00,39.5,-0.625,29.18,302.33,Temperatura día 2025-08-04 a la hora 09:30:00 de la latitud 39.500 y longitud -0.625 : 29.18°C
valencia,2025-08-04,10:30:00,39.5,-0.625,31.0,304.15,Temperatura día 2025-08-04 a la hora 10:30:00 de la latitud 39.500 y longitud -0.625 : 31.00°C
valencia,2025-08-04,11:30:00,39.5,-0.625,32.65,305.8,Temperatura día 2025-08-04 a la hora 11:30:00 de la latitud 39.500 y longitud -0.625 : 32.65°C
valencia,2025-08-04,12:30:00,39.5,-0.625,33.98,307.13,Temperatura día 2025-08-04 a la hora 12:30:00 de la latitud 39.500 y longitud -0.625 : 33.98°C
valencia,2025-08-04,13:30:00,39.5,-0.625,34.96,308.11,Temperatura día 2025-08-04 a la hora 13:30:00 de la latitud 39.500 y longitud -0.625 : 34.96°C
valencia,2025-08-04,14:30:00,39.5,-0.625,35.44,308.59,Temperatura día 2025-08-04 a la hora 14:30:00 de la latitud 39.500 y longitud -0.625 : 35.44°C
valencia,2025-08-04,15:30:00,39.5,-0.625,35.34,308.49,Temperatura día 2025-08-04 a la hora 15:30:00 de la latitud 39.500 y longitud -0.625 : 35.34°C
valencia,2025-08-04,16:30:00,39.5,-0.625,34.58,307.73,Temperatura día 2025-08-04 a la hora 16:30:00 de la latitud 39.500 y longitud -0.625 : 34.58°C
valencia,2025-08-04,17:30:00,39.5,-0.625,32.89,306.04,Temperatura día 2025-08-04 a la hora 17:30:00 de la latitud 39.500 y longitud -0.625 : 32.89°C
valencia,2025-08-04,18:30:00,39.5,-0.625,29.73,302.88,Temperatura día 2025-08-04 a la hora 18:30:00 de la latitud 39.500 y longitud -0.625 : 29.73°C
valencia,2025-08-04,19:30:00,39.5,-0.625,26.44,299.59,Temperatura día 2025-08-04 a la hora 19:30:00 de la latitud 39.500 y longitud -0.625 : 26.44°C
valencia,2025-08-04,20:30:00,39.5,-0.625,24.62,297.77,Temperatura día 2025-08-04 a la hora 20:30:00 de la latitud 39.500 y longitud -0.625 : 24.62°C
valencia,2025-08-04,21:30:00,39.5,-0.625,23.51,296.66,Temperatura día 2025-08-04 a la hora 21:30:00 de la latitud 39.500 y longitud -0.625 : 23.51°C
valencia,2025-08-04,22:30:00,39.5,-0.625,22.9,296.05,Temperatura día 2025-08-04 a la hora 22:30:00 de la latitud 39.500 y longitud -0.625 : 22.90°C
valencia,2025-08-04,23:30:00,39.5,-0.625,22.63,295.78,Temperatura día 2025-08-04 a la hora 23:30:00 de la latitud 39.500 y longitud -0.625 : 22.63°C
valencia,2025-08-05,00:30:00,39.5,-0.625,22.39,295.54,Temperatura día 2025-08-05 a la hora 00:30:00 de la latitud 39.500 y longitud -0.625 : 22.39°C
valencia,2025-08-05,01:30:00,39.5,-0.625,22.35,295.5,Temperatura día 2025-08-05 a la hora 01:30:00 de la latitud 39.500 y longitud -0.625 : 22.35°C
valencia,2025-08-05,02:30:00,39.5,-0.625,22.5,295.65,Temperatura día 2025-08-05 a la hora 02:30:00 de la latitud 39.500 y longitud -0.625 : 22.50°C
valencia,2025-08-05,03:30:00,39.5,-0.625,22.65,295.8,Temperatura día 2025-08-05 a la hora 03:30:00 de la latitud 39.500 y longitud -0.625 : 22.65°C
valencia,2025-08-05,04:30:00,39.5,-0.625,22.64,295.79,Temperatura día 2025-08-05 a la hora 04:30:00 de la latitud 39.500 y longitud -0.625 : 22.64°C
valencia,2025-08-05,05:30:00,39.5,-0.625,23.11,296.26,Temperatura día 2025-08-05 a la hora 05:30:00 de la latitud 39.500 y longitud -0.625 : 23.11°C
valencia,2025-08-05,06:30:00,39.5,-0.625,25.47,298.62,Temperatura día 2025-08-05 a la hora 06:30:00 de la latitud 39.500 y longitud -0.625 : 25.47°C
valencia,2025-08-05,07:30:00,39.5,-0.625,27.95,301.1,Temperatura día 2025-08-05 a la hora 07:30:00 de la latitud 39.500 y longitud -0.625 : 27.95°C
valencia,2025-08-05,08:30:00,39.5,-0.625,30.41,303.56,Temperatura día 2025-08-05 a la hora 08:30:00 de la latitud 39.500 y longitud -0.625 : 30.41°C
valencia,2025-08-05,09:30:00,39.5,-0.625,32.19,305.34,Temperatura día 2025-08-05 a la hora 09:30:00 de la latitud 39.500 y longitud -0.625 : 32.19°C
valencia,2025-08-05,10:30:00,39.5,-0.625,33.66,306.81,Temperatura día 2025-08-05 a la hora 10:30:00 de la latitud 39.500 y longitud -0.625 : 33.66°C
valencia,2025-08-05,11:30:00,39.5,-0.625,34.88,308.03,Temperatura día 2025-08-05 a la hora 11:30:00 de la latitud 39.500 y longitud -0.625 : 34.88°C
valencia,2025-08-05,12:30:00,39.5,-0.625,35.61,308.76,Temperatura día 2025-08-05 a la hora 12:30:00 de la latitud 39.500 y longitud -0.625 : 35.61°C
valencia,2025-08-05,13:30:00,39.5,-0.625,35.55,308.7,Temperatura día 2025-08-05 a la hora 13:30:00 de la latitud 39.500 y longitud -0.625 : 35.55°C
valencia,2025-08-05,14:30:00,39.5,-0.625,34.84,307.99,Temperatura día 2025-08-05 a la hora 14:30:00 de la latitud 39.500 y longitud -0.625 : 34.84°C
valencia,2025-08-05,15:30:00,39.5,-0.625,33.78,306.93,Temperatura día 2025-08-05 a la hora 15:30:00 de la latitud 39.500 y longitud -0.625 : 33.78°C
valencia,2025-08-05,16:30:00,39.5,-0.625,32.32,305.47,Temperatura día 2025-08-05 a la hora 16:30:00 de la latitud 39.500 y longitud -0.625 : 32.32°C
valencia,2025-08-05,17:30:00,39.5,-0.625,30.37,303.52,Temperatura día 2025-08-05 a la hora 17:30:00 de la latitud 39.500 y longitud -0.625 : 30.37°C
valencia,2025-08-05,18:30:00,39.5,-0.625,28.07,301.22,Temperatura día 2025-08-05 a la hora 18:30:00 de la latitud 39.500 y longitud -0.625 : 28.07°C
valencia,2025-08-05,19:30:00,39.5,-0.625,26.15,299.3,Temperatura día 2025-08-05 a la hora 19:30:00 de la latitud 39.500 y longitud -0.625 : 26.15°C
valencia,2025-08-05,20:30:00,39.5,-0.625,25.15,298.3,Temperatura día 2025-08-05 a la hora 20:30:00 de la latitud 39.500 y longitud -0.625 : 25.15°C
valencia,2025-08-05,21:30:00,39.5,-0.625,24.43,297.58,Temperatura día 2025-08-05 a la hora 21:30:00 de la latitud 39.500 y longitud -0.625 : 24.43°C
valencia,2025-08-05,22:30:00,39.5,-0.625,23.91,297.06,Temperatura día 2025-08-05 a la hora 22:30:00 de la latitud 39.500 y longitud -0.625 : 23.91°C
valencia,2025-08-05,23:30:00,39.5,-0.625,23.46,296.61,Temperatura día 2025-08-05 a la hora 23:30:00 de la latitud 39.500 y longitud -0.625 : 23.46°C
